24,1.99105
Difference of Taylor and C++ result -1.11022e-16 after 100000000 iterations.
23,2.06074
Difference of Taylor and C++ result -1.11022e-16 after 100000000 iterations.
22,2.15549
Difference of Taylor and C++ result -1.11022e-16 after 100000000 iterations.
21,2.26102
Difference of Taylor and C++ result -1.11022e-16 after 100000000 iterations.
20,2.3719
Difference of Taylor and C++ result -1.11022e-16 after 100000000 iterations.
19,2.4799
Difference of Taylor and C++ result -1.11022e-16 after 100000000 iterations.
18,2.63228
Difference of Taylor and C++ result -1.11022e-16 after 100000000 iterations.
17,2.78025
Difference of Taylor and C++ result -1.11022e-16 after 100000000 iterations.
16,2.95164
Difference of Taylor and C++ result -1.11022e-16 after 100000000 iterations.
15,3.14538
Difference of Taylor and C++ result -1.11022e-16 after 100000000 iterations.
14,3.36333
Difference of Taylor and C++ result -1.11022e-16 after 100000000 iterations.
13,3.59829
Difference of Taylor and C++ result -1.11022e-16 after 100000000 iterations.
12,3.92044
Difference of Taylor and C++ result -1.11022e-16 after 100000000 iterations.
11,4.26908
Difference of Taylor and C++ result -1.11022e-16 after 100000000 iterations.
10,4.70245
Difference of Taylor and C++ result -1.11022e-16 after 100000000 iterations.
9,5.20034
Difference of Taylor and C++ result -1.11022e-16 after 100000000 iterations.
8,5.85103
Difference of Taylor and C++ result -1.11022e-16 after 100000000 iterations.
7,6.70867
Difference of Taylor and C++ result -1.11022e-16 after 100000000 iterations.
6,7.82242
Difference of Taylor and C++ result -1.11022e-16 after 100000000 iterations.
5,9.36776
Difference of Taylor and C++ result -1.11022e-16 after 100000000 iterations.
4,11.7028
Difference of Taylor and C++ result -1.11022e-16 after 100000000 iterations.
3,15.5785
Difference of Taylor and C++ result -1.11022e-16 after 100000000 iterations.
2,23.3026
Difference of Taylor and C++ result -1.11022e-16 after 100000000 iterations.
1,46.221
Difference of Taylor and C++ result -1.11022e-16 after 100000000 iterations.
